HourUTC;HourDK;PriceArea;SpotPriceDKK;SpotPriceEUR
2023-02-01 17:00;2023-02-01 18:00;DE;829,979980;111,580002
2023-02-01 18:00;2023-02-01 19:00;SYSTEM;757,380005;101,820000
2023-02-01 18:00;2023-02-01 19:00;SE4;750,390015;100,879997
2023-02-01 18:00;2023-02-01 19:00;SE3;750,390015;100,879997
2023-02-01 18:00;2023-02-01 19:00;NO2;750,390015;100,879997
2023-02-01 18:00;2023-02-01 19:00;DK2;750,390015;100,879997
2023-02-01 18:00;2023-02-01 19:00;DK1;750,390015;100,879997
2023-02-01 18:00;2023-02-01 19:00;DE;750,390015;100,879997
2023-02-01 19:00;2023-02-01 20:00;SYSTEM;734,400024;98,730003
2023-02-01 19:00;2023-02-01 20:00;SE4;726,359985;97,650002
2023-02-01 19:00;2023-02-01 20:00;SE3;726,359985;97,650002
2023-02-01 19:00;2023-02-01 20:00;NO2;726,359985;97,650002
2023-02-01 19:00;2023-02-01 20:00;DK2;726,359985;97,650002
2023-02-01 19:00;2023-02-01 20:00;DK1;726,359985;97,650002
2023-02-01 19:00;2023-02-01 20:00;DE;726,359985;97,650002
2023-02-01 20:00;2023-02-01 21:00;SYSTEM;712,679993;95,809998
2023-02-01 20:00;2023-02-01 21:00;SE4;704,789978;94,750000
2023-02-01 20:00;2023-02-01 21:00;SE3;704,789978;94,750000
2023-02-01 20:00;2023-02-01 21:00;NO2;704,789978;94,750000
2023-02-01 20:00;2023-02-01 21:00;DK2;704,789978;94,750000
2023-02-01 20:00;2023-02-01 21:00;DK1;704,789978;94,750000
2023-02-01 20:00;2023-02-01 21:00;DE;704,789978;94,750000
2023-02-01 21:00;2023-02-01 22:00;SYSTEM;678,679993;91,239998
2023-02-01 21:00;2023-02-01 22:00;SE4;642,830017;86,419998
2023-02-01 21:00;2023-02-01 22:00;SE3;642,830017;86,419998
2023-02-01 21:00;2023-02-01 22:00;NO2;680,099976;91,430000
2023-02-01 21:00;2023-02-01 22:00;DK2;642,830017;86,419998
2023-02-01 21:00;2023-02-01 22:00;DK1;642,830017;86,419998
2023-02-01 21:00;2023-02-01 22:00;DE;642,830017;86,419998
2023-02-01 22:00;2023-02-01 23:00;SYSTEM;618,950012;83,209999
2023-02-01 22:00;2023-02-01 23:00;SE4;584,590027;78,589996
2023-02-01 22:00;2023-02-01 23:00;SE3;584,590027;78,589996
2023-02-01 22:00;2023-02-01 23:00;NO2;626,760010;84,260002
